companyid	company_name	cusip	MSCIsec	sedol
T67P1X-S-US	Team Inc.	87815510	Industrials	287912
WX6X43-S-US	Titan Machinery Inc.	88830R10	Industrials	B29H3T
LKV0H0-S-US	TiVo Inc.	88870610	Information Technology	249272
VVB1XW-S-US	The TJX Cos. Inc.	87254010	Consumer Discretionary	298930
VNRDMV-S-US	Teekay Corp.	Y8564W10	Energy	293379
RVCJ5M-S-US	The Timken Co.	88738910	Industrials	289280
T3Y6RV-S-US	Tellabs Inc.	87966410	Information Technology	288153
QXRPYH-S-US	Tilly's Inc.	88688510	Consumer Discretionary	B7TN3D
WV6DYG-S-US	Team Health Holdings Inc.	87817A10	Health Care	B51NDL
MXWGG8-S-US	Torchmark Corp.	89102710	Financials	289671
LY6R71-S-US	Thermo Fisher Scientific I	88355610	Health Care	288690
HMWK40-S-US	Tompkins Financial Corp.	89011010	Financials	288861
F1LYYN-S-US	TMS International Corp.	87261Q10	Industrials	B60BNR
WYK7VS-S-US	T-Mobile US Inc.	87259010	Telecommunication Serv	B94Q9V
PW505V-S-US	TeleNav Inc.	87945510	Information Technology	B44D37
QP063N-S-US	Tennant Co.	88034510	Industrials	288364
TNL7Z4-S-US	Tangoe Inc.	87582Y10	Information Technology	B3P4WX
LVS204-S-US	Teekay Tankers Ltd.	Y8565N10	Energy	B29VHY
PFDHRL-S-US	Toll Brothers Inc.	88947810	Consumer Discretionary	289609
QF1LT7-S-US	TowneBank	89214P10	Financials	B018PR
K3QF1G-S-US	Tower International Inc. (	89182610	Consumer Discretionary	B4L16D
TY1SPJ-S-US	Tutor Perini Corp.	90110910	Industrials	268176
HJNJC4-S-US	Thomas Properties Group In	88445310	Financials	B020GV
BJMMFY-S-US	TRI Pointe Homes Inc.	87265H10	Consumer Discretionary	B92CQF
B2BSVB-S-US	Triangle Petroleum Corp.	89600B20	Energy	B065Y4
GFK7WX-S-US	Tempur Sealy International	88023U10	Consumer Discretionary	221699
NSYKTR-S-US	TriQuint Semiconductor Inc	89674K10	Information Technology	290439
P0RK6R-S-US	Tootsie Roll Industries In	89051610	Consumer Staples	289680
RZZBKN-S-US	Dealertrack Technologies I	24230910	Information Technology	B0PBS6
Q3Z755-S-US	Tejon Ranch Co.	87908010	Financials	288044
KM6R8C-S-US	Tree.Com Inc.	89467510	Financials	B3CLS4
R2HFP2-S-US	Trex Co. Inc.	89531P10	Industrials	248307
B0HDHL-S-US	Targa Resources Corp.	87612G10	Energy	B55PZY
PD5X19-S-US	Targacept Inc.	87611R30	Health Care	B06C9S
N5N8R8-S-US	Thomson Reuters Corp.		Consumer Discretionary	212606
RX8FJX-S-US	TripAdvisor Inc.	89694520	Consumer Discretionary	B6ZC3N
BCJKZL-S-US	Speedway Motorsports Inc.	84778810	Consumer Discretionary	283376
PY7J8F-S-US	Trulia Inc.	89788810	Information Technology	B7GNSJ
T8H9W8-S-US	True Religion Apparel Inc.	89784N10	Consumer Discretionary	245745
QXV6LQ-S-US	Trimble Navigation Ltd.	89623910	Information Technology	290395
TXXHHH-S-US	Trustmark Corp.	89840210	Financials	234021
NJZYG9-S-US	Trinity Industries Inc.	89652210	Industrials	290462
RS038V-S-US	Terreno Realty Corp.	88146M10	Financials	B3N475
D1YH5N-S-US	Tornier NV	N8723710	Health Care	B3S6F5
RWGCRD-S-US	T. Rowe Price Group Inc.	74144T10	Financials	270233
CL026M-S-US	TRC Cos. Inc.	87262510	Industrials	290374
FKCS38-S-US	TriMas Corp.	89621520	Industrials	B1XHRL
TJFC45-S-US	TrustCo Bank Corp.	89834910	Financials	290642
G8VDR1-S-US	The Travelers Cos. Inc.	8.94E+14	Financials	276950
HHBL8Q-S-US	TRW Automotive Holdings Co	87264S10	Consumer Discretionary	234080
PM37VG-S-US	Tractor Supply Co.	89235610	Consumer Discretionary	290033
WWDPYB-S-US	Tesla Motors Inc.	88160R10	Consumer Discretionary	B616C7
H0KFGR-S-US	Tyson Foods Inc.	90249410	Consumer Staples	290973
HGC6B6-S-US	Tesoro Corp.	88160910	Energy	288456
H0NKFP-S-US	Transcept Pharmaceuticals	89354M10	Health Care	B13JP0
TR7XMQ-S-US	Tessera Technologies Inc.	88164L10	Information Technology	204291
R6PJY9-S-US	TESARO Inc.	88156910	Health Care	B8BJ9G
DQBNRT-S-US	Trius Therapeutics Inc.	89685K10	Health Care	B632X9
KDDG4Y-S-US	Total System Services Inc.	89190610	Information Technology	289769
W7SP9Q-S-US	The Toro Co.	89109210	Industrials	289704
T2SLVF-S-US	TeleTech Holdings Inc.	87993910	Information Technology	289288
XGFMYW-S-US	Tetra Tech Inc.	88162G10	Industrials	288389
K2CRLC-S-US	TechTarget Inc.	87874R10	Information Technology	B1XH82
M2S0NM-S-US	TETRA Technologies Inc.	88162F10	Energy	288428
W3D3VK-S-US	TTM Technologies Inc.	87305R10	Information Technology	263565
RXH8LB-S-US	Take-Two Interactive Softw	87405410	Information Technology	212211
CC0BW7-S-US	Mac-Gray Corp.	55415310	Consumer Discretionary	211695
F17N7X-S-US	Tuesday Morning Corp.	89903550	Consumer Discretionary	241144
J5T6XJ-S-US	Tumi Holdings Inc.	89969Q10	Consumer Discretionary	B7YQQS
NHWYMD-S-US	Tupperware Brands Corp.	89989610	Consumer Discretionary	287206
HHC5D8-S-US	Towers Watson & Co.	89189410	Industrials	B5VW40
M3T3WR-S-US	Time Warner Cable Inc.	88732J20	Consumer Discretionary	B63BPC
RPW4BT-S-US	Towerstream Corp.	89200010	Telecommunication Serv	B1DZ96
S7WSQ0-S-US	Tower Group International	G8988C10	Financials	B8DT1Q
H30B6Z-S-US	Titan International Inc.	88830M10	Industrials	289026
R4SNHX-S-US	Twin Disc Inc.	90147610	Industrials	290868
X7FN7C-S-US	Two Harbors Investment Cor	90187B10	Financials	B563MS
C32BPC-S-US	TW Telecom Inc.	87311L10	Telecommunication Serv	241421
DTKZ1Y-S-US	Time Warner Inc.	88731730	Consumer Discretionary	B63QTN
PQH0NS-S-US	Texas Industries Inc.	88249110	Materials	288530
SJWX0Y-S-US	Texas Instruments Incorpor	88250810	Information Technology	288540
CFHCSJ-S-US	Texas Roadhouse Inc.	88268110	Consumer Discretionary	B033TJ
DMY7TZ-S-US	Textron Inc.	88320310	Industrials	288593
G4F739-S-US	Tyco International Ltd.	H8912810	Industrials	B64GC9
VPXV41-S-US	Tyler Technologies Inc.	90225210	Information Technology	290964
K3DJ55-S-US	Monotype Imaging Holdings	61022P10	Information Technology	B1YWR8
SHS7YF-S-US	Travelzoo Inc.	89421Q10	Information Technology	BGDFSM
JYZBJF-S-US	Under Armour Inc.	90431110	Consumer Discretionary	B0PZN1
Q8L0H5-S-US	Universal Truckload Servic	91388P10	Industrials	B066PX
VCSCBX-S-US	United Continental Holding	91004710	Industrials	B4QG22
W2952P-S-US	Universal American Corp.	9.13E+14	Health Care	B3LGWH
V4QQBQ-S-US	United States Antimony Cor	91154910	Materials	291066
HN03YC-S-US	Urstadt Biddle Properties	91728620	Financials	225652
SJZL4G-S-US	United Financial Bancorp I	91030T10	Financials	B29T0B
VJYLZ9-S-US	Ubiquiti Networks Inc.	90347A10	Information Technology	B76VD6
W6SBJ9-S-US	Union First Market Banksha	90662P10	Financials	B3MY99
G0Y0QR-S-US	United Bankshares Inc. (We	90990710	Financials	290579
QR54TH-S-US	United Community Banks Inc	90984P30	Financials	286215
T2T4WY-S-US	Ultra Clean Holdings Inc.	90385V10	Information Technology	B00G0F
WCCDGM-S-US	UDR Inc.	90265310	Financials	272791
V08ZNG-S-US	Uranium Energy Corp.	91689610	Energy	B0VLLY
F9B994-S-US	Universal Electronics Inc.	91348310	Consumer Discretionary	291168
HTQ5MJ-S-US	United Fire Group Inc.	91034010	Financials	B4WXG8
PY8VSN-S-US	Unifi Inc.	90467720	Consumer Discretionary	291186
QR89VG-S-US	Universal Forest Products	91354310	Industrials	290649
Q1KGL0-S-US	UFP Technologies Inc.	90267310	Materials	290865
W11X3S-S-US	Domtar Corp.	25755920	Materials	B1T84Z
JQXTSC-S-US	UGI Corp.	90268110	Utilities	291011
QNWXWL-S-US	AMERCO	2358610	Industrials	202817
JPY35J-S-US	Universal Health Services	91390310	Health Care	292378
KTZH52-S-US	Universal Health Realty In	9.14E+14	Financials	292749
XG83DP-S-US	UIL Holdings Corp.	90274810	Utilities	261378
VDVKP2-S-US	Unisys Corp.	90921430	Information Technology	293159
LTMSR1-S-US	Ulta Salon Cosmetics & Fra	90384S30	Consumer Discretionary	B28TS4
P9WP6G-S-US	The Ultimate Software Grou	90385D10	Information Technology	224996
PP76NC-S-US	UMB Financial Corp.	90278810	Financials	291851
DVLWYX-S-US	UMH Properties Inc.	90300210	Financials	290819
P7Q8N6-S-US	Umpqua Holdings Corp.	90421410	Financials	248438
DG3TQN-S-US	UniFirst Corp.	90470810	Consumer Discretionary	246642
PZ97N3-S-US	United Natural Foods Inc.	91116310	Consumer Staples	289516
R4SVX3-S-US	UnitedHealth Group Inc.	91324P10	Health Care	291776
DWSCN8-S-US	Unilife Corp.	9.05E+14	Health Care	B61FS4
WDC30F-S-US	Unum Group	91529Y10	Financials	243384
B2DTQ7-S-US	Union Pacific Corp.	90781810	Industrials	291473
X5C0VL-S-US	UNS Energy Corp.	90311910	Utilities	B76S02
P8RH2F-S-US	Unit Corp.	90921810	Energy	292583
RK7V1B-S-US	United Online Inc.	91126810	Information Technology	BF4B2M
KK1JZ5-S-US	Unwired Planet Inc.	91531F10	Information Technology	B7KNF1
R96B55-S-US	Ultra Petroleum Corp.	90391410	Energy	271444
C6M0W9-S-US	United Parcel Service Inc.	91131210	Industrials	251738
H7K4T4-S-US	Urban Outfitters Inc.	91704710	Consumer Discretionary	293343
SRQ728-S-US	United Rentals Inc.	91136310	Industrials	213478
SHMBKT-S-US	URS Corp.	90323610	Industrials	291055
L0TD5V-S-US	Uranerz Energy Corp.	91688T10	Energy	B01115
WL4TT3-S-US	Universal Stainless & Allo	91383710	Materials	294428
QQ57WH-S-US	U.S. Bancorp	90297330	Financials	273603
BSZQL2-S-US	USG Corp.	90329340	Industrials	291060
J1JLVY-S-US	United States Lime & Miner	91192210	Materials	272411
PKZC9Q-S-US	United States Cellular Cor	91168410	Telecommunication Serv	291899
D7DSZF-S-US	USA Mobility Inc.	90341G10	Telecommunication Serv	B045D7
DG2MFJ-S-US	USANA Health Sciences Inc.	90328M10	Consumer Staples	226769
D8JVVB-S-US	U.S. Physical Therapy Inc.	90337L10	Health Care	291116
DH6N7D-S-US	United Stationers Inc.	91300410	Industrials	292381
JMHWQY-S-US	Ultratech Inc.	90403410	Information Technology	290721
CW2N7W-S-US	United Therapeutics Corp.	91307C10	Health Care	243041
V3RBD6-S-US	Universal Technical Instit	91391510	Consumer Discretionary	200254
G6QPDC-S-US	UTi Worldwide Inc.	G8721010	Industrials	267636
XGF99K-S-US	UNITIL Corp.	91325910	Utilities	292503
H8HXL2-S-US	Utah Medical Products Inc.	91748810	Health Care	292589
K6TLGQ-S-US	United Technologies Corp.	91301710	Industrials	291550
LJPP2V-S-US	Universal Insurance Holdin	91359V10	Financials	291237
J3MHMV-S-US	Univest Corp. Of Pennsylva	91527110	Financials	269063
GKXQ81-S-US	Universal Corp.	91345610	Consumer Staples	292380
JS7D8K-S-US	Visa Inc.	92826C83	Information Technology	B2PZN0
VGRVRQ-S-US	Marriott Vacations Worldwi	57164Y10	Consumer Discretionary	B45K9N
HKM700-S-US	The Valspar Corp.	92035510	Materials	292673
H9P1GZ-S-US	Value Line Inc.	92043710	Consumer Discretionary	292675
HP5MKM-S-US	Varian Medical Systems Inc	92220P10	Health Care	292751
HD1JMY-S-US	Vascular Solutions Inc.	92231M10	Health Care	250406
F0DNPJ-S-US	Visteon Corp.	92839U20	Consumer Discretionary	B4N0JJ
CGFF5S-S-US	Virginia Commerce Bancorp	92778Q10	Financials	253769
GX96DR-S-US	Valassis Communications In	91886610	Consumer Discretionary	291310
LQDY56-S-US	ValueClick Inc.	92046N10	Information Technology	257211
SHDGLH-S-US	Vocera Communications Inc.	92857F10	Health Care	B76LYJ
WK04RM-S-US	VASCO Data Security Intern	92230Y10	Information Technology	224522
VWFHM6-S-US	Veeco Instruments Inc.	92241710	Information Technology	293842
KCCH5Y-S-US	VF Corp.	91820410	Consumer Discretionary	292868
H0NSWX-S-US	Vonage Holdings Corp.	92886T20	Telecommunication Serv	B15JLG
Q8CK53-S-US	Vector Group Ltd.	92240M10	Consumer Staples	251580
H8JKTP-S-US	Vista Gold Corp.		Materials	B1XFD4
X7FWKG-S-US	VirnetX Holding Corp.	92823T10	Information Technology	244334
L2HJMS-S-US	Vanguard Health Systems In	92203620	Health Care	B41KK8
X7JW88-S-US	Viacom Inc.	92553P20	Consumer Discretionary	B0SRLF
MVH3SM-S-US	Viasystems Group Inc.	92553H80	Information Technology	B62FJ4
KYJQDJ-S-US	Vical Inc.	92560210	Health Care	293342
HP5G7G-S-US	Vicor Corp.	92581510	Industrials	293077
TSGX6H-S-US	Vitacost.Com Inc.	92847A20	Consumer Discretionary	B4LJSJ
Q67LC6-S-US	Meridian Bioscience Inc.	58958410	Health Care	258026
GZLPRV-S-US	Knightsbridge Tankers Ltd.	G5299G10	Industrials	250927
L6H39R-S-US	Village Super Market Inc.	92710740	Consumer Staples	292921
DWW3RQ-S-US	Valero Energy Corp.	91913Y10	Energy	204136
XJQDY9-S-US	Volterra Semiconductor Cor	92870810	Information Technology	B018W1
C0T1MD-S-US	Valley National Bancorp	91979410	Financials	293532
KM5HS2-S-US	Vulcan Materials Co.	92916010	Materials	293120
K6TSVX-S-US	Valmont Industries Inc.	92025310	Industrials	292682
DVTV6F-S-US	VMware Inc.	92856340	Information Technology	B23SN6
JDYP57-S-US	Vanda Pharmaceuticals Inc.	92165910	Health Care	B12W3P
D9JG61-S-US	Vornado Realty Trust	92904210	Financials	293363
DH3RVT-S-US	Vantiv Inc.	92210H10	Information Technology	B6X55Y
HP31N6-S-US	Vocus Inc.	92858J10	Information Technology	B0MSV9
KW783G-S-US	Volcano Corp.	92864510	Health Care	B17BCR
TP3L3G-S-US	VOXX International Corp.	91829F10	Consumer Discretionary	B432Y1
VDRFQ4-S-US	ViewPoint Financial Group	92672A10	Financials	B48CRV
RCRBWB-S-US	Vishay Precision Group Inc	92835K10	Information Technology	B603LG
TZ1RRL-S-US	ViroPharma Inc.	92824110	Health Care	294566
TD3R9S-S-US	Vistaprint NV	N9354010	Information Technology	B48HGT
G5KPRL-S-US	Validus Holdings Ltd.	G9319H10	Financials	B23HRW
BLGWMN-S-US	Vera Bradley Inc.	92335C10	Consumer Discretionary	B4626P
DMSLZM-S-US	Verint Systems Inc.	92343X10	Information Technology	284919
H46J90-S-US	Verisk Analytics Inc.	92345Y10	Industrials	B4P9W9
HMWNB3-S-US	VeriSign Inc.	9.23E+14	Information Technology	214292
XMYGXB-S-US	Virtus Investment Partners	92828Q10	Financials	B3KKGQ
RFTKBL-S-US	Virtusa Corp.	92827P10	Information Technology	B1YWRN
RCKMZZ-S-US	Vertex Pharmaceuticals Inc	92532F10	Health Care	293103
CJPJXL-S-US	ViaSat Inc.	92552V10	Information Technology	294624
MKJJ6Z-S-US	VantageSouth Bancshares In	22574310	Financials	BCDZM4
JFV9W5-S-US	VSE Corp.	91828410	Industrials	292677
N17VK7-S-US	Vishay Intertechnology Inc	92829810	Information Technology	293014
SL4LZD-S-US	Vitamin Shoppe Inc.	9.28E+14	Consumer Discretionary	B55C7L
TK88PM-S-US	Verastem Inc.	92337C10	Health Care	B4Z1Y9
KNJYQX-S-US	Vantage Drilling Co.	G9320511	Energy	B39YS9
N6TDN5-S-US	Ventas Inc.	92276F10	Health Care	292792
HD84C8-S-US	Ventrus Biosciences Inc.	92282210	Health Care	B3VH81
KZNTBG-S-US	Vectren Corp.	92240G10	Utilities	257294
RXLS8M-S-US	Viad Corp.	92552R40	Industrials	B01KGF
J9FTK2-S-US	VIVUS Inc.	92855110	Health Care	293465
RGW4H5-S-US	Verizon Communications Inc	92343V10	Telecommunication Serv	209057
Q9PG5H-S-US	Westinghouse Air Brake Tec	92974010	Industrials	295573
G3B1Y7-S-US	Westamerica Bancorporation	95709010	Financials	295037
G22HD1-S-US	Walter Investment Manageme	93317W10	Financials	B3N5YS
T0J8QF-S-US	Washington Federal Inc.	93882410	Financials	294198
QSFJYG-S-US	Walgreen Co.	93142210	Consumer Staples	293483
WCYM6Q-S-US	WageWorks Inc.	93042710	Industrials	B6WG4R
VTXL45-S-US	Wesco Aircraft Holdings In	95081410	Industrials	B3Y05W
MPZ2L2-S-US	Western Alliance Bancorp	95763810	Financials	B0CCGJ
T0J4G9-S-US	Washington Trust Bancorp I	94061010	Financials	294202
LSJQMY-S-US	Waters Corp.	94184810	Health Care	293768
N3HQTT-S-US	WABCO Holdings Inc.	92927K10	Industrials	B23CNQ
P217Y0-S-US	Washington Banking Co.	93730310	Financials	253799
VS3VVW-S-US	WebMD Health Corp.	94770V10	Information Technology	B0LMJC
BQRHK3-S-US	Webster Financial Corp.	94789010	Financials	294514
HD1HKX-S-US	WESCO International Inc.	95082P10	Industrials	241697
LP4SHG-S-US	WellCare Health Plans Inc.	94946T10	Health Care	B01R25
J0D22L-S-US	Waste Connections Inc.	94105310	Industrials	224824
QWWTK4-S-US	Warner Chilcott Plc	G9436810	Health Care	B446CM
CFMR7R-S-US	Walker & Dunlop Inc.	93148P10	Financials	B4TZV4
MS9VJJ-S-US	Workday Inc.	98138H10	Information Technology	B8K6ZD
WK19ZQ-S-US	Western Digital Corp.	95810210	Information Technology	295469
C6M1YB-S-US	WD-40 Co.	92923610	Consumer Staples	294474
XLTRKM-S-US	Waddell & Reed Financial I	93005910	Financials	215650
C8QZP6-S-US	Wisconsin Energy Corp.	97665710	Utilities	297399
FRYQ1N-S-US	The Wendy's Co.	95058W10	Consumer Discretionary	B3NXMJ
V88S80-S-US	Werner Enterprises Inc.	95075510	Industrials	294885
VYR23C-S-US	WisdomTree Investments Inc	97717P10	Financials	247651
P7N3J5-S-US	WEX Inc.	96208T10	Information Technology	B8383P
L7H07R-S-US	Weyco Group Inc.	96214910	Consumer Discretionary	294777
G4G3T4-S-US	Wells Fargo & Co.	94974610	Financials	264910
D9KSR9-S-US	Westfield Financial Inc.	96008P10	Financials	B1LX0F
BCDBXM-S-US	Whole Foods Market Inc.	96683710	Consumer Staples	296389
MMNK4Y-S-US	Willbros Group Inc.	96920310	Energy	B4WX36
DMRFRJ-S-US	WGL Holdings Inc.	92924F10	Utilities	294210
F5XV55-S-US	Winnebago Industries Inc.	97463710	Consumer Discretionary	297272
FKP557-S-US	WHITEHORSE FINANCE INC	96524V10	Financials	B86YGD
CY6208-S-US	Westwood Holdings Group In	96176510	Financials	295829
L9RFKV-S-US	Whirlpool Corp.	96332010	Consumer Discretionary	296038
T8NCJ0-S-US	Wilshire Bancorp Inc.	97186T10	Financials	253765
PXJJDW-S-US	Boingo Wireless Inc.	09739C10	Telecommunication Serv	B603XW
LRL102-S-US	Windstream Holdings Inc.	97381W10	Telecommunication Serv	BD5HK5
G3C3Z7-S-US	Winmark Corp.	97425010	Consumer Discretionary	239109
MFYB4M-S-US	Encore Wire Corp. (Delawar	29256210	Industrials	227344
KV51S9-S-US	Westmoreland Coal Co.	96087810	Energy	295495
H1TSJP-S-US	Willis Lease Finance Corp.	97064610	Industrials	203677
K023Z4-S-US	Westlake Chemical Corp.	96041310	Materials	B01ZP2
S8ZDTK-S-US	Whiting Petroleum Corp.	96638710	Energy	216800
WC6XYF-S-US	WellPoint Inc.	94973V10	Health Care	279474
J9FZW7-S-US	Walter Energy Inc.	93317Q10	Materials	295180
PQJ0KQ-S-US	Waste Management Inc.	94106L10	Industrials	293766
KGSX4T-S-US	West Marine Inc.	95423510	Consumer Discretionary	295777
GC3T03-S-US	The Williams Cos. Inc.	96945710	Energy	296718
D62TZ3-S-US	Western Asset Mortgage Cap	95790D10	Financials	B8421W
V4Q8H9-S-US	Wright Medical Group Inc.	98235T10	Health Care	277125
H0PJ8L-S-US	Weis Markets Inc.	94884910	Consumer Staples	294684
Q8J3WD-S-US	WMS Industries Inc.	92929710	Consumer Discretionary	293145
DWPYXW-S-US	Wal-Mart Stores Inc.	93114210	Consumer Staples	293692
QBT8L5-S-US	Wabash National Corp.	92956610	Industrials	293204
THD6V0-S-US	Western Refining Inc.	95931910	Energy	B0WHXR
GN6BZB-S-US	VCA Antech Inc.	91819410	Health Care	281827
HLW10F-S-US	Worthington Industries Inc	98181110	Materials	298193
NPPM90-S-US	The Washington Post Co.	93964010	Consumer Discretionary	294200
WW89K6-S-US	Wausau Paper Corp.	94331510	Materials	294370
HFZK38-S-US	WPX Energy Inc.	98212B10	Energy	B40PCD
HR94J3-S-US	Westar Energy Inc.	95709T10	Utilities	248400
LKQP3W-S-US	W.R. Berkley Corp.	8442310	Financials	209364
X7LD4P-S-US	Washington Real Estate Inv	93965310	Financials	294230
F3QJX2-S-US	Warren Resources Inc.	93564A10	Energy	298176
MMSYK2-S-US	Weingarten Realty Investor	94874110	Financials	294661
PD4Y6D-S-US	World Acceptance Corp.	98141910	Financials	298118
GM6VTQ-S-US	WesBanco Inc.	95081010	Financials	295378
M1PJT6-S-US	Waterstone Financial Inc.	94188810	Financials	B0LTK1
NFQZXK-S-US	WSFS Financial Corp.	92932810	Financials	294037
J9BCZV-S-US	Williams-Sonoma Inc.	96990410	Consumer Discretionary	296758
NXD53S-S-US	Watsco Inc.	94262220	Industrials	294303
TJWK6H-S-US	Whitestone REIT	96608420	Financials	B6452T
Q64FB7-S-US	West Pharmaceutical Servic	95530610	Health Care	295048
DRBV72-S-US	Westell Technologies Inc.	95754110	Information Technology	295613
FT8BJS-S-US	West Bancorp Inc.	95123P10	Financials	240884
FXNVST-S-US	Wintrust Financial Corp.	97650W10	Financials	242525
HY0DLG-S-US	W&T Offshore Inc.	92922P10	Energy	B01Z7M
RV660M-S-US	White Mountains Insurance	G9618E10	Financials	233925
B5VTSN-S-US	Aqua America Inc.	03836W10	Utilities	268523
KQL8HB-S-US	Watts Water Technologies I	94274910	Industrials	294362
HNZP71-S-US	The Wet Seal Inc.	96184010	Consumer Discretionary	295773
NPQL3X-S-US	Weight Watchers Internatio	94862610	Consumer Discretionary	281358
JBNF8C-S-US	The Western Union Co.	95980210	Information Technology	B1F76F
H59PH3-S-US	WhiteWave Foods Co.	96624410	Consumer Staples	B834PQ
HGCDQD-S-US	Woodward Inc.	98074510	Industrials	294808
QG1890-S-US	World Wrestling Entertainm	98156Q10	Consumer Discretionary	250352
RNN717-S-US	Wolverine World Wide Inc.	97809710	Consumer Discretionary	297750
V3MK9S-S-US	Web.Com Group Inc.	94733A10	Information Technology	B0FNCD
NPKW4H-S-US	Weyerhaeuser Co.	96216610	Materials	295893
DF0STQ-S-US	Wyndham Worldwide Corp.	98310W10	Consumer Discretionary	B19839
H6CGVQ-S-US	Wynn Resorts Ltd.	98313410	Consumer Discretionary	296381
BDMWDS-S-US	United States Steel Corp.	91290910	Materials	282477
VVJZ3C-S-US	EXCO Resources Inc.	26927940	Energy	B0YBGD
J9BBXT-S-US	Cimarex Energy Co.	17179810	Energy	298752
JMNHJ8-S-US	Xcel Energy Inc.	98389B10	Utilities	261480
DQ0PRG-S-US	XL Group Plc	G9829010	Financials	B5LRLL
KHRJNM-S-US	Xilinx Inc.	98391910	Information Technology	298567
